,0
109518,Jardin De Ninos Childcare
109519,First Steps Early Learning Center
109520,Desert Son Shine Pre-School
109521,Desert Christian Pre-School
109522,Creative Care For Kids
109523,Community Of Hope Pre-School
109524,Adventure School 2 Dcc
109525,A Dream Come True Ps & Lc
109526,Faith Christian Academy
109527,Primavera Early Education Center
109528,Amani International Learning & Dcc
109529,Deedlebugs Early Childhood Lc
109530,Rainbow Child Care Center
109531,Cricket's Kid's Pre-School
109532,Ark Child Care Center
109533,Mama Glorias Day Care
109534,Little Friends Learning Center
109535,Happy Home Child Care Center
109536,Cool Pre-School
109537,Precious Moments Day Care
109538,Northminster Christian Pre-School
109539,Noah's Ark Child Care Center
109540,Los Amigos Child Care Center
109541,Light The Way Pre-School
109542,Kellner Learning Center
109543,Jardin De Ninos Childcare
109544,First Steps Early Learning Center
109545,Desert Son Shine Pre-School
109546,Desert Christian Pre-School
109547,Creative Care For Kids
109548,Community Of Hope Pre-School
109549,Adventure School 2 Dcc
109550,A Dream Come True Ps & Lc
109551,Faith Christian Academy
109552,La Casita Daycare And Preschool
109553,Learning Lab
109554,St Thomas Preschool/Kndrgrtn
109555,Tanque Verde Lutheran Chrch Prschool & Kindergarte
109556,Victorious Preschool & Kindergarten
109557,Springboard Home
109558,Copper Point Schools
109559,Tucson Collegiate Prep
109560,Strauss ECE and Kindergarten
109561,The Rising School
109562,The Abbie School
109563,Las Puertas Community School
109564,Mexicayotl Academy
109565,Tucson Vip
109566,Saca Online
109567,Pima County Jted At Star
109568,La Casita Daycare And Preschool
109569,Learning Lab
109570,St Thomas Preschool/Kndrgrtn
109571,Tanque Verde Lutheran Chrch Prschool & Kindergarte
109572,Victorious Preschool & Kindergarten
109573,Springboard Home
109574,Copper Point Schools
109575,Tucson Collegiate Prep
109576,Strauss ECE and Kindergarten
109577,The Rising School
109578,The Abbie School
109579,Las Puertas Community School
109580,Mexicayotl Academy
109581,Tucson Vip
109582,Saca Online
109583,Pima County Jted At Star
109584,Berryhill High School
109585,Booker T. Washington High School
109586,Thomas Edison Preparatory High School
109587,Darnaby Elementary School
109588,Tulsa Honor Academy Charter
109589,Berryhill Es South
109590,Cedar Ridge Elementary School
109591,Jenks East Intermediate Elementary School
109592,Henry Zarrow International School
109593,Discovery School of Tulsa
109594,Country Lane Intermediate Es
109595,Berryhill Middle School
109596,Eisenhower International Elementary School
109597,Carnegie Elementary School
109598,Eliot Elementary School
109599,Lanier Elementary School
109600,Union High School
109601,Southeast Elementary School
109602,Thoreau Demonstration Academy
109603,Hawthorne Elementary School
109604,Hoover Elementary School
109605,Council Oak Elementary School
109606,Grissom Elementary School
109607,Grove Elementary School
109608,Jarman Elementary School
109609,Berryhill High School
109610,Booker T. Washington High School
109611,Thomas Edison Preparatory High School
109612,Darnaby Elementary School
109613,Tulsa Honor Academy Charter
109614,Berryhill Es South
109615,Cedar Ridge Elementary School
109616,Jenks East Intermediate Elementary School
109617,Henry Zarrow International School
109618,Discovery School of Tulsa
109619,Country Lane Intermediate Es
109620,Berryhill Middle School
109621,Eisenhower International Elementary School
109622,Carnegie Elementary School
109623,Eliot Elementary School
109624,Lanier Elementary School
109625,Union High School
109626,Southeast Elementary School
109627,Thoreau Demonstration Academy
109628,Hawthorne Elementary School
109629,Hoover Elementary School
109630,Council Oak Elementary School
109631,Grissom Elementary School
109632,Grove Elementary School
109633,Jarman Elementary School
109634,Deborah Brown Community School
109635,Carver Middle School
109636,Hamilton Elementary School
109637,Patrick Henry Elementary School
109638,Key Elementary School
109639,Disney Elementary School
109640,Jones Elementary School
109641,Allen-Bowden Public School
109642,Dual Language Immersion
109643,Jenks Middle School
109644,Mayo Demonstration Elementary School
109645,Bell Elementary School
109646,Edison Preparatory Middle School
109647,Will Rogers High School
109648,Kendall-Whittier Elementary School
109649,Grimes Elementary School
109650,McKinley Elementary School
109651,Mitchell Elementary School
109652,Boevers Elementary School
109653,Clark Elementary School
109654,KIPP Tulsa Academy College Prep.
109655,Thomas Jefferson Elementary School
109656,Tulsa Legacy Charter School
109657,College Bound Academy Charter
109658,Collegiate Hall Charter School
109659,Deborah Brown Community School
109660,Carver Middle School
109661,Hamilton Elementary School
109662,Patrick Henry Elementary School
109663,Key Elementary School
109664,Disney Elementary School
109665,Jones Elementary School
109666,Allen-Bowden Public School
109667,Dual Language Immersion
109668,Jenks Middle School
109669,Mayo Demonstration Elementary School
109670,Bell Elementary School
109671,Edison Preparatory Middle School
109672,Will Rogers High School
109673,Kendall-Whittier Elementary School
109674,Grimes Elementary School
109675,McKinley Elementary School
109676,Mitchell Elementary School
109677,Boevers Elementary School
109678,Clark Elementary School
109679,KIPP Tulsa Academy College Prep.
109680,Thomas Jefferson Elementary School
109681,Tulsa Legacy Charter School
109682,College Bound Academy Charter
109683,Collegiate Hall Charter School
109684,Chouteau Elementary School
109685,Eugene Field Elementary School
109686,Lewis And Clark Elementary School
109687,Mark Twain Elementary School
109688,Memorial High School
109689,Robertson Elementary School
109690,Springdale Elementary School
109691,Lindbergh Elementary School
109692,Mcclure Elementary School
109693,Salk Elementary School
109694,Wright Elementary School
109695,Union 6th-7th Grade Center
109696,Rosa Parks Elementary School
109697,Tulsa Met Junior High School
109698,Memorial Junior High School
109699,Clinton Middle School
109700,East Central High School
109701,Daniel Webster High School
109702,Celia Clinton Elementary School
109703,Jackson Elementary School
109704,Macarthur Elementary School
109705,Peary Elementary School
109706,Sequoyah Elementary School
109707,Academy Central Elementary School
109708,Owen Elementary School
109709,Chouteau Elementary School
109710,Eugene Field Elementary School
109711,Lewis And Clark Elementary School
109712,Mark Twain Elementary School
109713,Memorial High School
109714,Robertson Elementary School
109715,Springdale Elementary School
109716,Lindbergh Elementary School
109717,Mcclure Elementary School
109718,Salk Elementary School
109719,Wright Elementary School
109720,Union 6th-7th Grade Center
109721,Rosa Parks Elementary School
109722,Tulsa Met Junior High School
109723,Memorial Junior High School
109724,Clinton Middle School
109725,East Central High School
109726,Daniel Webster High School
109727,Celia Clinton Elementary School
109728,Jackson Elementary School
109729,Macarthur Elementary School
109730,Peary Elementary School
109731,Sequoyah Elementary School
109732,Academy Central Elementary School
109733,Owen Elementary School
109734,Monroe Demonstration Middle School
109735,Will Rogers College Junior High School
109736,Project Accept Traice Es
109737,Sankofa Middle School
109738,Anderson Elementary School
109739,Central High School
109740,East Central Junior High School
109741,Mclain High School For Sci./Technology
109742,Nathan Hale High School
109743,Penn Elementary School
109744,Whitman Elementary School
109745,Hale Junior High School
109746,Gilcrease Elementary School
109747,Burroughs Elementary School
109748,Columbus Elementary School
109749,Cooper Elementary School
109750,Emerson Elementary School
109751,Kerr Elementary School
109752,Marshall Elementary School
109753,Skelly Elementary School
109754,Mclain Junior High School
109755,Central Junior High School
109756,Park Elementary School
109757,Remington Elementary School
109758,Tulsa Ecdc Bunch
109759,Monroe Demonstration Middle School
109760,Will Rogers College Junior High School
109761,Project Accept Traice Es
109762,Sankofa Middle School
109763,Anderson Elementary School
109764,Central High School
109765,East Central Junior High School
109766,Mclain High School For Sci./Technology
109767,Nathan Hale High School
109768,Penn Elementary School
109769,Whitman Elementary School
109770,Hale Junior High School
109771,Gilcrease Elementary School
109772,Burroughs Elementary School
109773,Columbus Elementary School
109774,Cooper Elementary School
109775,Emerson Elementary School
109776,Kerr Elementary School
109777,Marshall Elementary School
109778,Skelly Elementary School
109779,Mclain Junior High School
109780,Central Junior High School
109781,Park Elementary School
109782,Remington Elementary School
109783,Tulsa Ecdc Bunch
109784,Briarglen Elementary School
109785,Marquette Catholic School
109786,School Of St Mary
109787,Holy Family Cathedral School
109788,Cascia Hall Preparatory School
109789,St Pius X School
109790,Sts Peter & Paul Catholic School
109791,St Catherine School
109792,Bishop Kelley High School
109793,Mizel Jewish Community Day School
109794,Tulsa Adventist Academy
109795,Town & Country School
109796,Southpark Christian School
109797,Eastwood Baptist School
109798,Mingo Valley Christian School
109799,Tulsa Lutheran School
109800,Victory Christian School
109801,Winnetka Heights Christian School
109802,Evangelistic Temple School
109803,Bible Fellowship School
109804,Peace Academy
109805,New Concept Preparatory
109806,Riverfield Country Day School
109807,Wright Christian Academy
109808,Miss Helen's Private School
109809,Briarglen Elementary School
109810,Marquette Catholic School
109811,School Of St Mary
109812,Holy Family Cathedral School
109813,Cascia Hall Preparatory School
109814,St Pius X School
109815,Sts Peter & Paul Catholic School
109816,St Catherine School
109817,Bishop Kelley High School
109818,Mizel Jewish Community Day School
109819,Tulsa Adventist Academy
109820,Town & Country School
109821,Southpark Christian School
109822,Eastwood Baptist School
109823,Mingo Valley Christian School
109824,Tulsa Lutheran School
109825,Victory Christian School
109826,Winnetka Heights Christian School
109827,Evangelistic Temple School
109828,Bible Fellowship School
109829,Peace Academy
109830,New Concept Preparatory
109831,Riverfield Country Day School
109832,Wright Christian Academy
109833,Miss Helen's Private School
109834,Undercroft Montessori School
109835,Holland Hall
109836,Monte Cassino School
109837,Metro Christian Academy
109838,Lincoln Christian School
109839,Tulsa School Of Arts/Sciences
109840,Augustine Christian Academy
109841,First Baptist Church D C
109842,The Little Light House
109843,Eastland Christian Academy
109844,Paradise Christian Academy
109845,Temple Christian School
109846,Chapman Child Learning Center
109847,Oklahoma Job Corps Academy
109848,Grace Apostolic Temple Child Care Center
109849,Salvation Army K K 6
109850,Sandite Cdc-Twin Cities
109851,Pat Morgan's Day Care Center
109852,Hutchensen Ymca Child Development Center
109853,Hillcrest Child Development Center
109854,East Tulsa Academy Of Early Learning
109855,Kinder Care Learning Center #827
109856,Garnett Learning Center
109857,Lanier Day Care Center
109858,First Lutheran Early Lc
109859,Undercroft Montessori School
109860,Holland Hall
109861,Monte Cassino School
109862,Metro Christian Academy
109863,Lincoln Christian School
109864,Tulsa School Of Arts/Sciences
109865,Augustine Christian Academy
109866,First Baptist Church D C
109867,The Little Light House
109868,Eastland Christian Academy
109869,Paradise Christian Academy
109870,Temple Christian School
109871,Chapman Child Learning Center
109872,Oklahoma Job Corps Academy
109873,Grace Apostolic Temple Child Care Center
109874,Salvation Army K K 6
109875,Sandite Cdc-Twin Cities
109876,Pat Morgan's Day Care Center
109877,Hutchensen Ymca Child Development Center
109878,Hillcrest Child Development Center
109879,East Tulsa Academy Of Early Learning
109880,Kinder Care Learning Center #827
109881,Garnett Learning Center
109882,Lanier Day Care Center
109883,First Lutheran Early Lc
109884,House of the Wee Folk
109885,Kinder Care
109886,New Beginning Bilingual DC
109887,Kingdom Kare Early Learning Center
109888,Marquette Early Childhood
109889,Full Gospel Christian Child Care
109890,Towne Square Child Development Center
109891,B'nai Emunah Day Care Center
109892,La Petite Academy #4
109893,A Childs Place Nursery School
109894,Temple Israel Pre-School
109895,Frost Head Start Family Center
109896,Rogers Academy
109897,Macarthur Bef Aft Care
109898,Trinity Day School
109899,Day Schools 9
109900,Day Schools Child Care Center-Sheridan
109901,Day School #11
109902,Tulsa Women & Children Child Care Center
109903,Instituto Bilingue Guadalupano
109904,Christ The Redeemer Pre-School
109905,St. Thomas More Pre-School
109906,Robertson Day Care
109907,University of Tulsa Kindercare
109908,John Knox Child Development Center
109909,House of the Wee Folk
109910,Kinder Care
109911,New Beginning Bilingual DC
109912,Kingdom Kare Early Learning Center
109913,Marquette Early Childhood
109914,Full Gospel Christian Child Care
109915,Towne Square Child Development Center
109916,B'nai Emunah Day Care Center
109917,La Petite Academy #4
109918,A Childs Place Nursery School
109919,Temple Israel Pre-School
109920,Frost Head Start Family Center
109921,Rogers Academy
109922,Macarthur Bef Aft Care
109923,Trinity Day School
109924,Day Schools 9
109925,Day Schools Child Care Center-Sheridan
109926,Day School #11
109927,Tulsa Women & Children Child Care Center
109928,Instituto Bilingue Guadalupano
109929,Christ The Redeemer Pre-School
109930,St. Thomas More Pre-School
109931,Robertson Day Care
109932,University of Tulsa Kindercare
109933,John Knox Child Development Center
109934,Wee World Day Care Center
109935,Nana's Learn & Play School
109936,Greenwood Day Care
109937,Momma Collins Dcc
109938,Mama Collins Hawthorne DC
109939,La Petite Academy #565
109940,Jackson Day Care Center
109941,Ambassador Christian Child Care Center
109942,Grandma's Child Care Center
109943,Happy Beginnings Day Care Center
109944,Play & Learn Day Care
109945,St Bernard Pre-School
109946,First Baptist Learning Center
109947,Kinder Care
109948,Children's Day Nursery
109949,Peoria Child Care Center
109950,Happiness is A Learning Center
109951,Jewel's Place Enrich Child Care Center
109952,Blossom Child Care Center #3
109953,Kid's Korner Day Care Center
109954,Special Kids Day Care
109955,Day School #1
109956,Kinder Care # 748
109957,Jean's Dcc #2
109958,North Ywca Day Care Center
109959,Wee World Day Care Center
109960,Nana's Learn & Play School
109961,Greenwood Day Care
109962,Momma Collins Dcc
109963,Mama Collins Hawthorne DC
109964,La Petite Academy #565
109965,Jackson Day Care Center
109966,Ambassador Christian Child Care Center
109967,Grandma's Child Care Center
109968,Happy Beginnings Day Care Center
109969,Play & Learn Day Care
109970,St Bernard Pre-School
109971,First Baptist Learning Center
109972,Kinder Care
109973,Children's Day Nursery
109974,Peoria Child Care Center
109975,Happiness is A Learning Center
109976,Jewel's Place Enrich Child Care Center
109977,Blossom Child Care Center #3
109978,Kid's Korner Day Care Center
109979,Special Kids Day Care
109980,Day School #1
109981,Kinder Care # 748
109982,Jean's Dcc #2
109983,North Ywca Day Care Center
109984,Children with Purpose Child Care Center
109985,Woodland Acres Daycare
109986,New Haven Day School
109987,Tot Spot
109988,St Dunstans Pre-School
109989,Charley Browns Day Care Center
109990,Zion Child Care & Lrn Centr
109991,Ave Maria House
109992,Children's Corner
109993,Tulsa County Head Start
109994,Gethsemane Dcc
109995,Crosstown Learning Center
109996,Sheridan Road KinderCare
109997,Polliwog's Playground Day Care
109998,Abc Child Care Center
109999,Playtime Day Care
110000,Blossom Day Care Center
110001,Memorial Vlg Early Learning Center
110002,Creek Nation Child Day Care
110003,Good Shepherd Early Childhood Center
110004,First Christian Ch Child Development Center
110005,Hickory Dickory Dock Pre-School
110006,Country Club Gardens Head Start
110007,Christian Montessori Academy
110008,Oral Roberts University Eacademy
110009,Children with Purpose Child Care Center
110010,Woodland Acres Daycare
110011,New Haven Day School
110012,Tot Spot
110013,St Dunstans Pre-School
110014,Charley Browns Day Care Center
110015,Zion Child Care & Lrn Centr
110016,Ave Maria House
110017,Children's Corner
110018,Tulsa County Head Start
110019,Gethsemane Dcc
110020,Crosstown Learning Center
110021,Sheridan Road KinderCare
110022,Polliwog's Playground Day Care
110023,Abc Child Care Center
110024,Playtime Day Care
110025,Blossom Day Care Center
110026,Memorial Vlg Early Learning Center
110027,Creek Nation Child Day Care
110028,Good Shepherd Early Childhood Center
110029,First Christian Ch Child Development Center
110030,Hickory Dickory Dock Pre-School
110031,Country Club Gardens Head Start
110032,Christian Montessori Academy
110033,Oral Roberts University Eacademy
110034,Street School
110035,University School
110036,South Detroit KinderCare
110037,Kindercare Learning Center-Mingo
110038,East 43rd Ave. KinderCare
110039,71st Street KinderCare
110040,31st Street KinderCare
110041,Tulsa MET High School
110042,Traice
110043,Dove Science Academy (Tulsa)
110044,Solid Foundation Preparatory Academy
110045,Destiny's Learning Academy
110046,First Christian Church Cdc
110047,Miss Peggys Cdc
110048,Happy Hearts Academy-Elc
110049,Fisher Day Care
110050,Asbury Pre-School
110051,Hope Learning Center
110052,Channing Day School
110053,Margaret Hudson Program
110054,Precious Moments Day Care
110055,Tulsa Head Start
110056,Disney Family Center Head Start
110057,Nact Sand Springs Head Start
110058,Kids World Day Care & Lc
110059,Street School
110060,University School
110061,South Detroit KinderCare
110062,Kindercare Learning Center-Mingo
110063,East 43rd Ave. KinderCare
110064,71st Street KinderCare
110065,31st Street KinderCare
110066,Tulsa MET High School
110067,Traice
110068,Dove Science Academy (Tulsa)
110069,Solid Foundation Preparatory Academy
110070,Destiny's Learning Academy
110071,First Christian Church Cdc
110072,Miss Peggys Cdc
110073,Happy Hearts Academy-Elc
110074,Fisher Day Care
110075,Asbury Pre-School
110076,Hope Learning Center
110077,Channing Day School
110078,Margaret Hudson Program
110079,Precious Moments Day Care
110080,Tulsa Head Start
110081,Disney Family Center Head Start
110082,Nact Sand Springs Head Start
110083,Kids World Day Care & Lc
110084,Angel Academy Early Learning
110085,Christian Montessori Academy
110086,All Stars Pre-School
110087,Univ Methodist Pre-School
110088,Faith United Methodist Church
110089,Covenant Childrens School
110090,Latimer Head Start
110091,Gracies Kids World Dcc
110092,Garnett Bilingual Pre-School
110093,Halls Agape Child Care Center
110094,Tcc Child Development Center
110095,Kid's World Child Care Center
110096,Eugene Field Head Start
110097,Mcclure Head Start
110098,Rainbow Montesorri Cdc
110099,Learning Kurve Cc-East
110100,Mark Twain Child Care Center
110101,Playtime Child Care Center
110102,Rogers Academy 2
110103,Children First Learning Center
110104,Kingdom Kids Child Care Center & Cdc
110105,Learning Kurve Child Care Center
110106,Royalty Learning Academy
110107,Career Point Day Care Center
110108,Eastgate Early Education Center
110109,Angel Academy Early Learning
110110,Christian Montessori Academy
110111,All Stars Pre-School
110112,Univ Methodist Pre-School
110113,Faith United Methodist Church
110114,Covenant Childrens School
110115,Latimer Head Start
110116,Gracies Kids World Dcc
110117,Garnett Bilingual Pre-School
110118,Halls Agape Child Care Center
110119,Tcc Child Development Center
110120,Kid's World Child Care Center
110121,Eugene Field Head Start
110122,Mcclure Head Start
110123,Rainbow Montesorri Cdc
110124,Learning Kurve Cc-East
110125,Mark Twain Child Care Center
110126,Playtime Child Care Center
110127,Rogers Academy 2
110128,Children First Learning Center
110129,Kingdom Kids Child Care Center & Cdc
110130,Learning Kurve Child Care Center
110131,Royalty Learning Academy
110132,Career Point Day Care Center
110133,Eastgate Early Education Center
110134,Reed Early Childhood Ed Child Care Center
110135,Cornerstone Cdc Ii
110136,Happy Campers Academy
110137,Ave Maria House Sch/Age Pgrmp
110138,Bethany Community Pre-School
110139,Kirk Of The Hills Pre-School
110140,Traice Ms
110141,Abc Learning Academy Inc
110142,Another World Academy
110143,Christian Heritage Education Center
110144,Faith Central Christian Academy
110145,Lake Hills Montessori
110146,Mt View Christian Academy
110147,Regent Preparatory School-Ok
110148,San Miguel School Of Tulsa
110149,Ecdc Porter
110150,Langston Hughes Academy Arts-Tech
110151,Reed Early Childhood Ed Child Care Center
110152,Cornerstone Cdc Ii
110153,Happy Campers Academy
110154,Ave Maria House Sch/Age Pgrmp
110155,Bethany Community Pre-School
110156,Kirk Of The Hills Pre-School
110157,Traice Ms
110158,Abc Learning Academy Inc
110159,Another World Academy
110160,Christian Heritage Education Center
110161,Faith Central Christian Academy
110162,Lake Hills Montessori
110163,Mt View Christian Academy
110164,Regent Preparatory School-Ok
110165,San Miguel School Of Tulsa
110166,Ecdc Porter
110167,Langston Hughes Academy Arts-Tech
110168,Xavier Charter School
110169,Rock Creek Elementary
110170,Pillar Falls Elementary
110171,Vera C O'leary Jr High School
110172,Sawtooth Elementary School
110173,Twin Falls Senior High School
110174,Canyon Ridge High School
110175,Harrison Elementary School
110176,Morningside Elementary School
110177,South Hills Middle School
110178,Oregon Trail Elementary School
110179,Robert Stuart Jr High School
110180,I B Perrine Elementary School
110181,Lincoln Elementary School
110182,Dee Dees Day Care Center
110183,Bo Peep Day Care
110184,Twin Falls Head Start
110185,South Central Head Start
110186,South Central Head Start Center
110187,Colleen's Clubhouse
110188,St Lukes Infant Care Center
110189,Jazzys Early Learning Center
110190,Adventure Land Day Care Center
110191,All About Kids Child Care Center-Twin Falls
110192,Right On Track Child Care Center
110193,Xavier Charter School
110194,Rock Creek Elementary
110195,Pillar Falls Elementary
110196,Vera C O'leary Jr High School
110197,Sawtooth Elementary School
110198,Twin Falls Senior High School
110199,Canyon Ridge High School
110200,Harrison Elementary School
110201,Morningside Elementary School
110202,South Hills Middle School
110203,Oregon Trail Elementary School
110204,Robert Stuart Jr High School
110205,I B Perrine Elementary School
110206,Lincoln Elementary School
110207,Dee Dees Day Care Center
110208,Bo Peep Day Care
110209,Twin Falls Head Start
110210,South Central Head Start
110211,South Central Head Start Center
110212,Colleen's Clubhouse
110213,St Lukes Infant Care Center
110214,Jazzys Early Learning Center
110215,Adventure Land Day Care Center
110216,All About Kids Child Care Center-Twin Falls
110217,Right On Track Child Care Center
110218,Keri's Kids Early Learning Center 2
110219,Keri's Kids Early Learning Center 1
110220,Classy Castle Childrens Center
110221,Boys & Girls Club Of Magic Vly
110222,A Small Small World Day Care
110223,Bickel Elementary School
110224,Magic Valley Alternative High School
110225,Twin Falls Bridge Academy
110226,Immanuel Lutheran School
110227,Twin Falls Christian Academy
110228,Agape Christian School
110229,St Edwards Catholic School
110230,Lighthouse Christian School
110231,Aunti G S Preschool/Daycare
110232,Magic Valley Coop Service Agency
110233,Hilltop Adventist School
110234,Lighthouse Christian School
110235,Keri's Kids Early Learning Center 2
110236,Keri's Kids Early Learning Center 1
110237,Classy Castle Childrens Center
110238,Boys & Girls Club Of Magic Vly
110239,A Small Small World Day Care
110240,Bickel Elementary School
110241,Magic Valley Alternative High School
110242,Twin Falls Bridge Academy
110243,Immanuel Lutheran School
110244,Twin Falls Christian Academy
110245,Agape Christian School
110246,St Edwards Catholic School
110247,Lighthouse Christian School
110248,Aunti G S Preschool/Daycare
110249,Magic Valley Coop Service Agency
110250,Hilltop Adventist School
110251,Lighthouse Christian School
110252,Tyler Isd Early College High S
110253,Ut Tyler Innovation Academy - Long
110254,Dr Bryan C Jack Elementary School
110255,Ut Tyler Innovation Academy - Palestine
110256,Bell Elementary School
110257,Ut Tyler Innovation Academy - Tyle
110258,Cumberland Academy Middle
110259,Birdwell Elementary School
110260,Bonner Elementary School
110261,Dixie Elementary School
110262,Caldwell El Arts Academy
110263,Woods Elementary School
110264,Wise Elementary Fine Arts Magnet
110265,Chapel Hill Middle School
110266,Three Lakes Middle
110267,Douglas Elementary School
110268,Robert E Lee High School
110269,Moore Mst Magnet School
110270,Ramey Elementary School
110271,Owens Elementary School
110272,Cumberland High S
110273,The Leadership Academy
110274,Clarkston Elementary School
110275,Griffin Elementary School
110276,Hubbard Middle School
110277,Tyler Isd Early College High S
110278,Ut Tyler Innovation Academy - Long
110279,Dr Bryan C Jack Elementary School
110280,Ut Tyler Innovation Academy - Palestine
110281,Bell Elementary School
110282,Ut Tyler Innovation Academy - Tyle
110283,Cumberland Academy Middle
110284,Birdwell Elementary School
110285,Bonner Elementary School
110286,Dixie Elementary School
110287,Caldwell El Arts Academy
110288,Woods Elementary School
110289,Wise Elementary Fine Arts Magnet
110290,Chapel Hill Middle School
110291,Three Lakes Middle
110292,Douglas Elementary School
110293,Robert E Lee High School
110294,Moore Mst Magnet School
110295,Ramey Elementary School
110296,Owens Elementary School
110297,Cumberland High S
110298,The Leadership Academy
110299,Clarkston Elementary School
110300,Griffin Elementary School
110301,Hubbard Middle School
110302,Orr Elementary School
110303,Rice Elementary School
110304,Cumberland Academy
110305,Chapel Hill High School
110306,W L Kissam Elementary School
110307,Jackson Elementary School
110308,Boulter Middle School
110309,Hogg Middle School
110310,John Tyler High School
110311,Jones Elementary School
110312,Peete Elementary School
110313,T J Austin Elementary School
110314,Premier High School Of Tyler
110315,Azleway - Willow Bend
110316,Alvin V Anderson Rise Academy
110317,Taylor Carden School
110318,Stepping Stone School
110319,Little Peoples School
110320,Grace Community School - Elementary Campus
110321,East Texas Christian Academy Middle School
110322,East Texas Christian Academy High School
110323,Hand-In-Hand Pre-School
110324,Ebenezer Day Care Center
110325,Tiny Town 1
110326,Future Leaders Day Care
110327,Orr Elementary School
110328,Rice Elementary School
110329,Cumberland Academy
110330,Chapel Hill High School
110331,W L Kissam Elementary School
110332,Jackson Elementary School
110333,Boulter Middle School
110334,Hogg Middle School
110335,John Tyler High School
110336,Jones Elementary School
110337,Peete Elementary School
110338,T J Austin Elementary School
110339,Premier High School Of Tyler
110340,Azleway - Willow Bend
110341,Alvin V Anderson Rise Academy
110342,Taylor Carden School
110343,Stepping Stone School
110344,Little Peoples School
110345,Grace Community School - Elementary Campus
110346,East Texas Christian Academy Middle School
110347,East Texas Christian Academy High School
110348,Hand-In-Hand Pre-School
110349,Ebenezer Day Care Center
110350,Tiny Town 1
110351,Future Leaders Day Care
110352,New Life Learning Center
110353,Kissam Prime Time
110354,Pleasant Hill Baptist Ch Day Care Center
110355,Abc Pre-School & Day Care
110356,Green Acres Bapt Early Lc
110357,Young Shall Grow Cc
110358,Paula's Outreach Center
110359,Fairwood Child Care Center
110360,Andrew's Children's Place
110361,Kidz R Life Child Care Center
110362,Trinity Luth Chldhd Mont Dc
110363,Marva's Child Care
110364,Shiloh Road Learning Center
110365,Kidz Place Day Care-Tyler
110366,Ymca Of Tyler Day Care Center
110367,Tyler Kindercare
110368,Good Shepherd Church Pre-School
110369,North Tyler Day Nursery
110370,Sts. Care
110371,Growing Stick Learning Center
110372,Tyler Day Nursery
110373,Sonya's Child Care
110374,Bright & Early Learning Center
110375,Angela's Little Angels D
110376,First Baptist Child Devlpmnt Center
110377,New Life Learning Center
110378,Kissam Prime Time
110379,Pleasant Hill Baptist Ch Day Care Center
110380,Abc Pre-School & Day Care
110381,Green Acres Bapt Early Lc
110382,Young Shall Grow Cc
110383,Paula's Outreach Center
110384,Fairwood Child Care Center
110385,Andrew's Children's Place
110386,Kidz R Life Child Care Center
110387,Trinity Luth Chldhd Mont Dc
110388,Marva's Child Care
110389,Shiloh Road Learning Center
110390,Kidz Place Day Care-Tyler
110391,Ymca Of Tyler Day Care Center
110392,Tyler Kindercare
110393,Good Shepherd Church Pre-School
110394,North Tyler Day Nursery
110395,Sts. Care
110396,Growing Stick Learning Center
110397,Tyler Day Nursery
110398,Sonya's Child Care
110399,Bright & Early Learning Center
110400,Angela's Little Angels D
110401,First Baptist Child Devlpmnt Center
110402,Kids Creative Learning Academy
110403,Orr Elementary Prime Time
110404,Creative Kids Learning Center
110405,Mothers Day Out Pre-School
110406,Visions Of Learning Child Care Center
110407,Fun and Learning Center
110408,Usa Planet Kids
110409,Southern Oaks Baptist Mdo
110410,Bridging The Gap Inc
110411,Little Red School House
110412,Toddler Christian Pre-School
110413,Parents Day Out Child Care Center
110414,Building Blocks Cc & Edu Center
110415,St Louis Early Childhood Center
110416,Kinder Care Learning Center #300266
110417,Ninos De Promesa
110418,Live Oak Child Care Center
110419,We Learn Child Care Center
110420,Oak Hill Montessori School
110421,Chapel Hill Jackson Head Start
110422,Kidz Depot Learning Academy
110423,All About Love Day Care
110424,Oak Tree Academy
110425,Kidz Paradise 24 Hour Lc
110426,Cuddle Bugs Learning Center
110427,Kids Creative Learning Academy
110428,Orr Elementary Prime Time
110429,Creative Kids Learning Center
110430,Mothers Day Out Pre-School
110431,Visions Of Learning Child Care Center
110432,Fun and Learning Center
110433,Usa Planet Kids
110434,Southern Oaks Baptist Mdo
110435,Bridging The Gap Inc
110436,Little Red School House
110437,Toddler Christian Pre-School
110438,Parents Day Out Child Care Center
110439,Building Blocks Cc & Edu Center
110440,St Louis Early Childhood Center
110441,Kinder Care Learning Center #300266
110442,Ninos De Promesa
110443,Live Oak Child Care Center
110444,We Learn Child Care Center
110445,Oak Hill Montessori School
110446,Chapel Hill Jackson Head Start
110447,Kidz Depot Learning Academy
110448,All About Love Day Care
110449,Oak Tree Academy
110450,Kidz Paradise 24 Hour Lc
110451,Cuddle Bugs Learning Center
110452,New Brighter Day Christian Academy
110453,Gresham Heights Learning Academy
110454,Islamic Faith Academy
110455,King's Academy Christian School
110456,Oak Hill Montessori School
110457,Azleway - Chapel Hill
110458,Dogan Middle School
110459,Wayne D Boshears Center For Except
110460,St Gregory School
110461,All Saints Episcopal School
110462,Grace Community School - Upper Campus
110463,Christian Heritage School
110464,Bishop Tk Gorman Regional Catholic School
110465,Good Shepherd School
110466,East Texas Christian Academy Elementary School
110467,Tyler Adventist Christian School
110468,New Brighter Day Christian Academy
